NIF	Compra	Loja
505284395	Farinha de rosca: 10, Ricota: 8, Salgados: 3	Pingo Doce
456029484	Palito de dente: 1, Azeitona: 6, Molho: 6, Batata palha: 6, Salsicha: 1, Rum: 8, Salgados: 4, Feij?o: 2, Laranja: 10, Farinha de milho: 3	Intermarché
644655848	Gelatina: 4, Gel: 2	Pingo Doce
638774910	Queijo: 1	Continente
599445724	Fio-dental: 1, Pano de limpeza: 7	Intermarché
394357843	Mostarda: 1	Intermarché
618723049	Ado?ante: 7, L?mina de barbear: 1, Presunto: 5, P?es: 5, Sal: 3, Queijo: 5	Continente
444330618	Preservativo: 7, Tortas: 10	Pingo Doce
971761052	Sal grosso: 8, Salame: 4, Uva: 9, ?gua: 3, Rum: 1, Chocolate: 10, Maionese: 7, Desinfetante: 10	Pingo Doce
852943268	Salsicha: 3, Leite: 7, Baunilha: 1, Velas: 6, Porco: 10, Alho: 3, Cortador de unhas: 9, Sabonete: 8, Vagem: 6, Purificador de ambientes: 5	Pingo Doce
448483809	Bombom: 8, Pano de limpeza: 9, Sardinha: 8, Hamb?rguer: 3, Temperinho verde: 2, Mostarda: 2, Salsinha: 3, Maionese: 6, Baunilha: 8	Continente
715823412	Hamb?rguer: 9, Ado?ante: 10, Caf?: 7	Continente
509626637	Desinfetante: 2, Carv?o: 5	Pingo Doce
696101710	Couve: 5	Pingo Doce
448127551	Cebola: 2, Shampoo: 10, Porco: 1, Mel?o: 5, Antiss?ptico: 1, Sardinha: 8, Palito de dente: 6, Bovina: 4, Molho: 6	Intermarché
263295166	Geleia: 5	Continente
859324673	Fraldas: 8, Salsicha: 7, Ma??: 1	Intermarché
586719416	Temperinho verde: 2, Chuchu: 7, F?sforo: 7, Velas: 8, Tortas: 8	Pingo Doce
313230455	Abacaxi: 8, Beterraba: 8, P?es: 8, Papel higi?nico: 5	Continente
224092517	Abacaxi: 5, Mam?o: 7, Fio-dental: 5, Inseticida: 10	Intermarché
318863002	Pente: 5, Repolho: 5, Abacate: 9, Biscoitos: 3, ?gua de coco: 8, Papel higi?nico: 6, Vassoura: 8	Continente
497366531	Tempero: 10, Ado?ante: 2, ?gua t?nica: 7, Cogumelos: 7, Biscoito: 5, Beterraba: 10, F?sforo: 2	Continente
354418449	Caf?: 2, Cogumelos: 9, Queijo: 6, Mel?o: 8	Pingo Doce
525329373	Salsinha: 10, Cenoura: 5	Pingo Doce
407046668	Pin?a: 2, A??car: 4, Beterraba: 7, Lixa: 7, Len?o de papel: 9	Continente
442853601	Ch?: 4, Maionese: 6	Pingo Doce
866717831	Pat?: 2, Vagem: 10, Frango: 1, Biscoitos: 6	Pingo Doce
845876108	Sardinha: 6, Vinho: 4, Baunilha: 10	Pingo Doce
774013152	Bacon: 5	Intermarché
127641991	Mi?dos: 6, Papel higi?nico: 10, Repolho: 4, Farinha de milho: 6, Fraldas: 1, Couve: 10, Vassoura: 8	Intermarché
761231682	Uva: 9, Fio-dental: 10, Maionese: 2, Desodorizante: 3, Batata palha: 2, Abacaxi: 6, Espinafre: 2, Mortadela: 5, Velas: 4	Pingo Doce
370898813	P?es: 3, Sab?o em p?: 6, Palito de dente: 9, Chuchu: 2, Creme de barbear: 1, Alho: 6, Berinjela: 10, Refrigerante: 3, Esponja: 2, Farinha de trigo: 4	Intermarché
291494599	?lcool: 7, Lingui?a: 6, Lentilha: 6, Presunto: 7, Farinha de trigo: 6, Milho: 6, Sardinha: 3, Macarr?o: 6, Queijo: 6	Intermarché
978592416	Pin?a: 3, R?cula: 3, U?sque: 1, Requeij?o: 6, Creme de leite: 10, Banana: 2, Couve: 6, Cogumelos: 7	Intermarché
764874676	Abacaxi: 8, Len?o de papel: 6, Condicionador: 9, Detergente: 9, Pilhas: 4, Sal grosso: 7, Tempero: 8, Margarina: 5, Limpa-vidro: 5	Intermarché
652757757	Fraldas: 8, Papel higi?nico: 7	Intermarché
805328185	Salame: 2, Doces: 1, Fermento: 6, Sal grosso: 7, Mortadela: 4, Vinho: 9	Intermarché
351400505	Sabonete: 9, Mel?o: 8, Tempero: 9	Pingo Doce
554732010	Batata palha: 10	Pingo Doce
415445906	Detergente: 10, Manteiga: 6, Uva: 9, Sal: 3, Pepino: 4, Caldo: 5, Ado?ante: 1, Preservativo: 1, Sardinha: 8	Intermarché
387860835	Champanhe: 3, Chocolate granulado: 7, Ricota: 6, Desinfetante: 4, Caldo: 2, Vinho: 2	Continente
400436886	L?mina de barbear: 1, Bacon: 2, Saco de lixo: 2, Gelatina: 7, Goiaba: 5, Talco: 4, Bombom: 4, Polvilho: 7	Continente
997621840	Agri?o: 8	Pingo Doce
925307337	F?sforo: 3, Pilhas: 7, Licor: 3, Coco ralado: 7, Biscoito: 2, Preservativo: 10, Chocolate granulado: 9, Bacon: 5, Biscoitos: 2	Continente
166267976	Fio-dental: 8, Salsicha: 8	Intermarché
968308517	Biscoitos: 7, Pin?a: 3, Cotonete: 9, Coco ralado: 2, Champanhe: 6, Temperinho verde: 9, Gordura vegetal: 1, Velas: 9, Pilhas: 8, Ado?ante: 2	Intermarché
682160080	Azeite: 3, Vassoura: 5, Atum: 3	Intermarché
162930714	Mi?dos: 4, Inseticida: 6, Antiss?ptico: 3, Sumo: 7, Azeite: 8, Tortas: 5, Vagem: 1, Mel?ncia: 4, Batata palha: 3, Shampoo: 6	Intermarché
466903243	Alface: 1, Algod?o: 6, Pilhas: 3, Leite: 8, Bolos: 4, Gel: 1, Tomate: 2, Shampoo: 3	Pingo Doce
451720903	Batata: 5, Inseticida: 7, Porco: 4, Alface: 6, Purificador de ambientes: 1, Len?o de papel: 5	Continente
863759851	Requeij?o: 4, F?sforo: 9, Iogurte: 2, L?mina de barbear: 3	Pingo Doce
867195139	Sab?o em p?: 2, Espinafre: 7, Alface: 4, Feij?o: 1	Pingo Doce
456029484	Sopa: 3, Br?culos: 4	Intermarché
168610207	Leite: 10, Goiaba: 4, Chocolate granulado: 2, Nata: 7, Creme de leite: 10, Farinha de trigo: 8, Uva: 7, Caf?: 5, Porco: 5, Champanhe: 1	Pingo Doce
158359189	Bolos: 4, Sab?o em p?: 7, Rum: 3, F?sforo: 9, Salsinha: 2, Agri?o: 10, Refrigerante: 2, Espinafre: 7, Salsicha: 6, Pano de prato: 1	Pingo Doce
494629249	Sopa: 5, P?ra: 10	Pingo Doce
501771057	Banana: 2, Sopa: 5, Couve: 2, Ma??: 8, Bacon: 3, Pin?a: 2, Ch?: 8	Intermarché
814223885	Hidratante: 2, Bombom: 7, Cogumelos: 1, Leite de coco: 2, Presunto: 1, Farinha de mandioca: 7, Creme de leite: 1, Bacon: 4, Esponja: 1, Margarina: 4	Pingo Doce
893813256	Pano de prato: 5, Lentilha: 8, Sabonete: 4, Tempero: 6, Mel?o: 2, Shampoo: 6, Sal grosso: 9	Pingo Doce
764670772	Nata: 9, Queijo: 2	Continente
623125689	Salsinha: 2, Mostarda: 7	Pingo Doce
841126523	U?sque: 7, Pin?a: 6, Pat?: 6, Guardanapos: 2, Leite condensado: 9	Pingo Doce
807230419	Toalha de papel: 5	Pingo Doce
110418985	Guardanapos: 9, Mi?dos: 2, Mam?o: 1, Agri?o: 10	Continente
238209246	Caf?: 2, Banana: 2, Vinho: 7, Batata: 9, Esponja: 2, Mortadela: 9	Intermarché
126677342	Leite: 9, Bolos: 8, Arroz: 6, Coco ralado: 2, Lava-roupas: 9, Salsinha: 1, Margarina: 3, ?lcool: 1, Hamb?rguer: 5, Manteiga: 5	Intermarché
411482196	Fio-dental: 9	Continente
821196831	Caf?: 3, Vodca: 3, Repolho: 8	Intermarché
226386033	Macarr?o: 9, Polvilho: 4	Pingo Doce
375767865	Farinha de trigo: 1, Farinha de mandioca: 3, Iogurte: 6, Espinafre: 2	Intermarché
613849728	Baunilha: 8, Coco ralado: 10, Cebola: 2, Escova de dentes: 9, Molho: 5, Salsinha: 4, Chuchu: 8, Amaciador: 7, Lentilha: 10	Pingo Doce
761231682	Cortador de unhas: 3	Pingo Doce
186286468	Len?o de papel: 4, Chocolate granulado: 7, Lentilha: 1, Condicionador: 2, Alface: 8, Abacate: 10, Desinfetante: 4, Polvilho: 7	Continente
337906391	Sopa: 3, Ma??: 7, Limpa-vidro: 3, Pano de limpeza: 6, Chuchu: 5, Cebola: 8, Ovos: 2	Pingo Doce
140358687	Cortador de unhas: 4, Desodorizante: 2, L?mina de barbear: 1, Pente: 1, Ketchup: 4, Ch?: 4, Lentilha: 10	Pingo Doce
474149352	Carv?o: 3, Azeitona: 10	Intermarché
349086694	Limpa-vidro: 5	Pingo Doce
434625925	Cenoura: 1, Acetona: 3, Sab?o em p?: 6, Guardanapos: 4, Ab?bora: 5, Sabonete: 1, ?gua t?nica: 1, Talco: 6, Desinfetante: 1	Intermarché
714774886	Alho: 6	Continente
391740781	Mel?ncia: 6, Bovina: 6, P?es: 6, Absorvente: 2	Pingo Doce
472984331	Cebola: 10, Tortas: 9	Intermarché
507336562	Tomate: 4, Coco ralado: 6, Mel?o: 7, Leite condensado: 2, Bolos: 3, Doces: 1, Agri?o: 1, Farinha de rosca: 4, Amaciador: 4	Continente
702755731	Cebola: 4, Len?o de papel: 3	Pingo Doce
405833465	Salsinha: 2	Intermarché
366416715	Beterraba: 4, Inseticida: 4, Caf?: 5, Iogurte: 8, P?ra: 7, Alho: 8	Pingo Doce
482355048	Geleia: 1, Cortador de unhas: 2, Caf?: 7, Salsicha: 2, Arroz: 7, Pepino: 7, Fio-dental: 4, Salgados: 3, Pano de prato: 1	Pingo Doce
109537249	Leite de coco: 4, Sal grosso: 7, Sardinha: 5, Alface: 2, Batata palha: 5, R?cula: 4, A??car: 6, Piment?o: 6, Polvilho: 10	Intermarché
225523602	Mel?ncia: 5, Creme de barbear: 3, Shampoo: 1, Lustra-m?veis: 4	Intermarché
270382744	Ch?: 5, Milho: 4, Chocolate: 8, Antiss?ptico: 7, Limpa-vidro: 3, Ricota: 2, Lustra-m?veis: 7	Intermarché
212658497	Requeij?o: 5, L?mina de barbear: 8, Fraldas: 2, Creme de leite: 5, Goiaba: 1	Pingo Doce
539200353	Hidratante: 7, Iogurte: 3	Continente
707898887	Batata: 9, Queijo: 9, Frango: 6, Talco: 6, Shampoo: 1	Continente
318703783	Chuchu: 5, Ado?ante: 10, Tempero: 3, Caldo: 3, Abacaxi: 5, Queijo ralado: 7, Pilhas: 1	Pingo Doce
396388969	Bombom: 4, Biscoitos: 6, Abacate: 6	Continente
774013152	Batata: 8, Shampoo: 9, Aparelho de barbear: 2, Cotonete: 4, Sumo: 2, Ovos: 3, Couve: 6, Len?o de papel: 7, Creme de leite: 6	Intermarché
991866195	Tempero: 6, Vodca: 10	Continente
473164495	Maionese: 6, Azeite: 10, Mortadela: 6, Papel higi?nico: 1, ?gua t?nica: 1, Macarr?o: 6, Milho: 8, Alface: 5	Intermarché
979959736	Mi?dos: 2, Ma??: 3, Creme de barbear: 6, Leite: 6, Palmito: 3, Refrigerante: 9, A??car: 3, Frutas secas: 10, Laranja: 2, Shampoo: 3	Continente
554732010	Leite: 9	Continente
400436886	Abacaxi: 9, Cereal: 7, Farinha de mandioca: 6, Velas: 7, Ado?ante: 8, Lingui?a: 9, Temperinho verde: 5, Pano de prato: 2, Geleia: 6	Continente
809303597	Leite condensado: 8, Polpa de tomate: 9, Gordura vegetal: 9, Mel?ncia: 9, Palito de dente: 10, Bovina: 2	Pingo Doce
419835599	Abacaxi: 10, U?sque: 5, Sal: 4, Ch?: 2, Berinjela: 9, Temperinho verde: 2, Chocolate: 2, P?es: 8	Intermarché
463354342	Sal grosso: 7, Cotonete: 4, Frango: 4, Mam?o: 7, Queijo ralado: 5, Cerveja: 6, Escova de dentes: 1, Batata: 2, Rum: 6, Chuchu: 4	Continente
726576448	U?sque: 1, Lava-roupas: 5, Cogumelos: 6, ?gua de coco: 9, Ado?ante: 7, Porco: 9, Macarr?o: 5, Laranja: 6, Queijo ralado: 2, Bacon: 4	Pingo Doce
335154445	Gordura vegetal: 1, Preservativo: 1, Pepino: 9, U?sque: 7, Sabonete: 10, Creme de leite: 10, Beterraba: 7, Leite de coco: 9	Pingo Doce
135477531	Sopa: 9, Caldo: 10, Cenoura: 8, Saco de lixo: 4	Intermarché
935033334	Caf?: 10, Mi?dos: 3, Gel: 1, Iogurte: 1, Sab?o em p?: 5, Vassoura: 1, Desinfetante: 10	Pingo Doce
477033519	Purificador de ambientes: 3, Palito de dente: 3	Pingo Doce
464955450	Pano de limpeza: 6, Ch?: 9, Repolho: 8, Presunto: 3, Sal grosso: 9, Mam?o: 8	Continente
152934519	Salsicha: 3, Batata: 9, Repolho: 7, Lingui?a: 10, Frango: 6, Leite: 4	Continente
816887866	Sardinha: 8, Cogumelos: 1, Leite de coco: 1	Continente
127300958	Desodorizante: 3, Tomate: 4, Atum: 4	Continente
860884061	?gua de coco: 10, Biscoito: 3, Salsicha: 4, Cebola: 8, Condicionador: 3	Continente
661501201	Feij?o: 2, Absorvente: 3, Toalha de papel: 8, Banana: 2, Ketchup: 7, Velas: 7, Manteiga: 5, P?es: 7, Purificador de ambientes: 3	Intermarché
362303503	Ado?ante: 2, Margarina: 9, Bolos: 3, Fio-dental: 4, Espinafre: 10, Ch?: 5, Farinha de trigo: 7, Chocolate: 9	Continente
540370216	Ado?ante: 6, Couve: 4	Continente
800390274	?lcool: 2, Mam?o: 7	Intermarché
613323927	Limpa-vidro: 9, Mel?o: 7, Hidratante: 1, Queijo ralado: 7, Pente: 8, Sabonete: 8, Sal: 5, Tomate: 9, ?lcool: 5	Pingo Doce
387860835	L?mina de barbear: 3, Cebola: 6, Baunilha: 3, Vinho: 10, Bovina: 8	Continente
892868207	Chocolate: 1, Arroz: 3	Continente
489687232	Saco de lixo: 9, Tortas: 8, Espinafre: 10, Berinjela: 8, Refrigerante: 10	Continente
879616248	Cotonete: 6, Creme de barbear: 8, Mel?ncia: 9, Papel higi?nico: 9, Abacate: 1, L?mina de barbear: 3, Talco: 10	Pingo Doce
998545452	Bolos: 10, Bovina: 2, Ervilha: 6	Pingo Doce
600923682	Abacate: 9, Queijo ralado: 4, Porco: 7, Tempero: 3, Arroz: 5, Presunto: 2, Creme de leite: 5	Pingo Doce
551053343	Ch?: 9, Acetona: 4, Talco: 10, Pin?a: 1, Azeite: 6, Ado?ante: 1, Sal grosso: 10, Preservativo: 1	Intermarché
181600585	Leite: 10, Ervilha: 7	Intermarché
325748691	Polpa de tomate: 4, Sardinha: 5, Cebola: 5, P?es: 2, Azeitona: 1, Batata palha: 6	Continente
368516207	Iogurte: 6, Sardinha: 5	Intermarché
249476800	Cereal: 5, Coco ralado: 10, Couve: 6	Intermarché
240216156	Sardinha: 4, Pente: 3, Nata: 3, Pano de limpeza: 2, Cortador de unhas: 3	Continente
442853601	Talco: 6, Farinha de trigo: 4, Mostarda: 5, F?sforo: 4, Salsicha: 7, Polvilho: 8, Mel?ncia: 10, Ab?bora: 6, Tempero: 10	Pingo Doce
167912389	Biscoito: 5, P?ra: 3, Bombom: 6, Licor: 4, Cenoura: 2	Intermarché
608485875	R?cula: 7, Piment?o: 1, Fio-dental: 2, U?sque: 4, Sal: 1, Queijo ralado: 6	Continente
493847767	Gordura vegetal: 7, Mi?dos: 6, Banana: 6, Atum: 9, Sal grosso: 8, Farinha de trigo: 1, Porco: 5, Len?o de papel: 8, Condicionador: 6	Pingo Doce
339909444	Pilhas: 5, Limpa-vidro: 5, Queijo: 1, Beterraba: 5	Pingo Doce
845876108	Azeitona: 4, Salgados: 9, Creme de leite: 7, Farinha de milho: 10, Cortador de unhas: 8, Br?culos: 4, ?gua: 1, Salsicha: 5, Velas: 6	Pingo Doce
948994614	Velas: 1, Hidratante: 8, Ricota: 3, F?sforo: 9, Chocolate granulado: 5	Pingo Doce
672647623	Atum: 4, Rum: 4, ?gua: 7, Sab?o em p?: 3, Chocolate: 5, Vinho: 7	Intermarché
703304503	Goiaba: 1, Licor: 10, Esponja: 6, F?sforo: 1, Manjeric?o: 6, Pilhas: 10, Mel?o: 9, Salame: 1, Polvilho: 10	Intermarché
145817551	Abacaxi: 4, Peixe: 9, Couve: 9, Preservativo: 5	Intermarché
266054147	Gel: 1, Licor: 10, Detergente: 7, A??car: 9, Aparelho de barbear: 9	Continente
830869683	?gua: 10, ?gua t?nica: 8, Macarr?o: 5, Peito de peru: 10, Tempero: 5, Hidratante: 1	Continente
791455144	P?ra: 9, Biscoito: 2, Temperinho verde: 5, Piment?o: 3, Pat?: 10, Farinha de mandioca: 8, Hamb?rguer: 4, Sopa: 3	Continente
710752923	?gua de coco: 4, Mortadela: 6, Geleia: 3, Saco de lixo: 10, Vagem: 7, Pano de limpeza: 9, Doces: 2, Laranja: 7, Ma??: 6, Cortador de unhas: 3	Continente
156677222	?lcool: 8, Piment?o: 4, Arroz: 8, Azeitona: 5, Atum: 1, Pilhas: 9, Cerveja: 4, Batata: 3	Continente
104478297	Alface: 7, Farinha de rosca: 9, Papel higi?nico: 4, Absorvente: 5, Gordura vegetal: 7, Algod?o: 4, Geleia: 7	Continente
876391314	Sal grosso: 4, Ovos: 9, Ab?bora: 3, Alface: 10, Purificador de ambientes: 6, Queijo: 10, Leite: 7	Intermarché
750425893	Ab?bora: 10, Abacate: 4, Pano de prato: 9, Talco: 8, Ado?ante: 10, Iogurte: 6	Pingo Doce
930799396	Espinafre: 10, Cenoura: 1, Molho: 5, U?sque: 10, Batata: 2	Pingo Doce
153864301	Pilhas: 8, Licor: 3, Sab?o em p?: 6, Berinjela: 10, Palito de dente: 10, Purificador de ambientes: 9, Coco ralado: 6, P?es: 9, Agri?o: 2, Fio-dental: 7	Pingo Doce
492700141	Gel: 2, Gelatina: 9	Intermarché
549199699	Escova de dentes: 6	Pingo Doce
466903243	Presunto: 7, Sal: 4, Creme de barbear: 3, Iogurte: 1, Peixe: 7, Sumo: 1, Talco: 2, Mortadela: 2	Pingo Doce
433337527	Ab?bora: 6, Lentilha: 3	Continente
149121624	Desodorizante: 9, Arroz: 3	Continente
780890129	Batata: 10, Abacaxi: 9, Lentilha: 6, Detergente: 9, Chuchu: 8, Atum: 2, Frutas secas: 3, Vagem: 2	Continente
942824111	Talco: 1	Pingo Doce
605686285	Lingui?a: 7, Fermento: 4, Vinho: 3, Nata: 4, Salsicha: 1, Creme de leite: 4, Mam?o: 5	Continente
649081239	Shampoo: 9	Pingo Doce
720925481	Vagem: 9	Intermarché
137842354	Carv?o: 10, Sab?o em p?: 1, Abacaxi: 2	Pingo Doce
780890129	Bolos: 5	Pingo Doce
633131112	Leite condensado: 2, Pano de prato: 5, Peito de peru: 8, Chocolate: 1, Manjeric?o: 6, Mi?dos: 10, Algod?o: 3, Azeite: 8, Ricota: 3	Pingo Doce
827827987	Antiss?ptico: 7, Sal: 2, Mostarda: 2, Ch?: 1	Continente
991626662	Escova de dentes: 6	Intermarché
109851223	Queijo ralado: 3, Cortador de unhas: 10, Cereal: 4, Pilhas: 1, Farinha de milho: 1, Azeite: 9, Toalha de papel: 1, Polvilho: 8, Guardanapos: 9	Pingo Doce
565044807	Cerveja: 7, Farinha de rosca: 10	Continente
448483809	Sardinha: 7, Cortador de unhas: 10, Detergente: 9, Baunilha: 5, Gelatina: 10	Pingo Doce
482886789	Berinjela: 5, U?sque: 5	Intermarché
945864307	Aparelho de barbear: 7, Bombom: 3, Vinho: 10	Intermarché
731028415	Mel?o: 1, Fermento: 1, Papel higi?nico: 3, Coco ralado: 7, Repolho: 4, Iogurte: 10, Detergente: 9, Polpa de tomate: 9, Champanhe: 8, Atum: 4	Pingo Doce
331703682	Alho: 4, Cortador de unhas: 1, Caldo: 7, Agri?o: 6, Farinha de rosca: 4, Farinha de milho: 3, Toalha de papel: 10, Mi?dos: 3	Continente
990472147	Inseticida: 5, Cotonete: 6, Chocolate: 9	Pingo Doce
840870825	Polpa de tomate: 8, Salame: 5, Guardanapos: 2, Refrigerante: 8	Intermarché
749451211	Bombom: 2, Couve: 1, Mi?dos: 4, Ch?: 5	Pingo Doce
870378904	Inseticida: 4, Chocolate granulado: 9, Pilhas: 8, Refrigerante: 7	Pingo Doce
963754077	Cogumelos: 5, Sopa: 3, Pepino: 2, Talco: 9	Pingo Doce
332420269	Shampoo: 8, Molho: 10, Leite: 7, Farinha de trigo: 6, Vinho: 2, Polvilho: 8, Salgados: 3, Repolho: 4, U?sque: 2, P?es: 3	Intermarché
862025035	Ovos: 2, Vodca: 9, Espinafre: 3, Vinho: 9, Fio-dental: 8, Sabonete: 2, Sumo: 3	Continente
418018440	Sopa: 5, Bolos: 10, Berinjela: 10, Peito de peru: 5, Pat?: 1, Palmito: 6, Geleia: 2	Intermarché
198019998	Azeitona: 1, Polpa de tomate: 10, Hidratante: 6, F?sforo: 1, Salsinha: 3, Pente: 6	Intermarché
421809785	Farinha de milho: 2, Pilhas: 3, Polpa de tomate: 10	Intermarché
248859493	Preservativo: 5, F?sforo: 7, Len?o de papel: 2, Palmito: 1, Absorvente: 5	Pingo Doce
461209743	Mostarda: 4, Alho: 8, Aparelho de barbear: 2, ?gua de coco: 7, Esponja: 10, Lava-roupas: 5, U?sque: 6, Sardinha: 1	Intermarché
460926722	Ricota: 2, Shampoo: 10	Pingo Doce
204506021	Condicionador: 6, Palmito: 3, Mel?o: 5	Intermarché
682699042	Polvilho: 8	Continente
263694116	P?ra: 2, P?es: 2, Ab?bora: 2, Repolho: 8	Intermarché
278937483	Nata: 7	Pingo Doce
474149352	Mam?o: 4, Espinafre: 10, Vinho: 2, Biscoitos: 5	Continente
745407449	Sabonete: 2, Fio-dental: 2, Licor: 1, Requeij?o: 6	Pingo Doce
285637396	Laranja: 1	Intermarché
801761399	Ervilha: 1, Cenoura: 8, Palmito: 6	Continente
690585301	A??car: 3, Esponja: 8, Batata palha: 1, Batata: 9	Continente
254313569	Gel: 7, Abacate: 6, Ma??: 7, P?es: 8, Leite condensado: 10, Cenoura: 1, Mel?o: 7	Continente
405397439	P?ra: 5, Molho: 7, ?lcool: 9, Pano de prato: 9, Chuchu: 9, Bolos: 1, Pano de limpeza: 3	Pingo Doce
572804681	Baunilha: 1, Queijo ralado: 9	Pingo Doce
565044807	Leite condensado: 10	Intermarché
356441973	Champanhe: 1, Aparelho de barbear: 4, Beterraba: 6, Creme de leite: 3, Peixe: 5, Mel?o: 4	Continente
166491689	Acetona: 1, Salsicha: 8, Sumo: 5	Continente
421809785	A??car: 3, ?gua t?nica: 3, Abacate: 9, Salsicha: 3	Pingo Doce
646384900	Salgados: 9, P?ra: 9, Maionese: 5, Leite condensado: 9, Desinfetante: 6, Geleia: 5, Batata: 2, Ma??: 6	Pingo Doce
696727479	Couve: 6, Alface: 1, Chocolate granulado: 1, Limpa-vidro: 6, Aparelho de barbear: 7, Sopa: 4, Uva: 6	Pingo Doce
897029841	Biscoitos: 9, Esponja: 3, Saco de lixo: 3, Manjeric?o: 4, Arroz: 6, Feij?o: 1, Creme de barbear: 9, Alho: 2	Pingo Doce
603667141	Purificador de ambientes: 5, Mortadela: 4, Iogurte: 5, Banana: 8, Pano de prato: 3, Abacate: 6	Continente
202196398	Ch?: 5	Intermarché
208144937	Manteiga: 7, Pilhas: 9, R?cula: 8, Bombom: 8, Chuchu: 9, Palmito: 8, Ch?: 9, Salgados: 4, Condicionador: 2	Pingo Doce
746018053	Fermento: 5, Vinho: 8	Intermarché
551053343	Ma??: 6	Continente
684048703	Molho: 2, Beterraba: 8, Toalha de papel: 7, Guardanapos: 9, Farinha de rosca: 9	Intermarché
396211767	Sal grosso: 7, Sab?o em p?: 2, Fraldas: 6, Talco: 4	Continente
806296148	Sabonete: 7	Continente
953062341	Gel: 6, Cerveja: 8, Polvilho: 5, Biscoitos: 5, Desinfetante: 9	Continente
412997444	Mostarda: 1, Esponja: 2, Condicionador: 1, Pin?a: 2, Farinha de milho: 1	Continente
536307598	Caf?: 2, Temperinho verde: 10, Len?o de papel: 2, Polpa de tomate: 6	Pingo Doce
379632317	Arroz: 7	Pingo Doce
797864459	Nata: 3	Pingo Doce
512730966	Peito de peru: 8, Porco: 5, Champanhe: 4, Mam?o: 3, Abacate: 8, Sal: 5, Refrigerante: 5, Goiaba: 1	Intermarché
837299772	Geleia: 7, Salsinha: 4, Palito de dente: 3, Espinafre: 5, R?cula: 7, Sal grosso: 10, Algod?o: 5, Leite: 10	Intermarché
195435192	Molho: 2, Condicionador: 8, Alface: 1, Desodorizante: 6, Batata: 3	Intermarché
886568225	Acetona: 4, ?gua: 7, Goiaba: 8, Salsicha: 4, Iogurte: 5, Br?culos: 3, Temperinho verde: 1, Beterraba: 1, Bombom: 5	Pingo Doce
377580296	Cenoura: 5, Farinha de mandioca: 5, Caldo: 2, Bolos: 2, Azeite: 3, Biscoitos: 5, Tortas: 1, Gel: 5, Ketchup: 8	Pingo Doce
559280297	Margarina: 8	Pingo Doce
534201039	Goiaba: 6, Queijo ralado: 3, Leite: 5, Cereal: 6, Sabonete: 8, Toalha de papel: 5, Refrigerante: 5, Creme de barbear: 6, Cotonete: 5	Continente
784965343	Pat?: 7, Cebola: 6, Mel?ncia: 10	Continente
910771459	Biscoito: 3, Mam?o: 7, Vassoura: 10, Tortas: 4, Frutas secas: 9, Cerveja: 8, Vodca: 7	Pingo Doce
371537105	Peixe: 10, Cogumelos: 7, Limpa-vidro: 10, Ado?ante: 4	Pingo Doce
942294367	Pat?: 10, Manteiga: 5	Continente
336222656	Farinha de mandioca: 6, L?mina de barbear: 5, Pin?a: 4, Feij?o: 3, Molho: 1, Mel?ncia: 5	Intermarché
321985487	Porco: 8, Champanhe: 2, Desodorizante: 9, Queijo: 4, Rum: 10, Mi?dos: 10, Limpa-vidro: 9, Aparelho de barbear: 2	Pingo Doce
399623540	Sabonete: 1, Pilhas: 2, ?gua t?nica: 8, Ervilha: 1, Arroz: 5, Gordura vegetal: 5, Maionese: 4, Fio-dental: 5, R?cula: 8	Intermarché
633131112	R?cula: 7, Pano de prato: 9, Sab?o em p?: 10, Ervilha: 4, Couve: 7, Sopa: 2, Hidratante: 8	Intermarché
804916974	Preservativo: 4, Berinjela: 3, Chocolate: 8, Tortas: 5, Leite: 5, Sopa: 8, Azeite: 9, Lingui?a: 9	Pingo Doce
755682490	Vinho: 9	Continente
784251884	Chocolate granulado: 5, Queijo ralado: 2, Temperinho verde: 7	Continente
298913526	Condicionador: 5, Pente: 7, Salsinha: 8, Farinha de mandioca: 5, Chuchu: 8, Sumo: 8	Continente
598185427	R?cula: 1, Fraldas: 2, Lava-roupas: 4	Intermarché
162930714	Vodca: 7, Farinha de rosca: 6, Fermento: 1, Bombom: 2	Intermarché
177520223	Gel: 9, Chuchu: 3, Bacon: 9, Peito de peru: 6, Acetona: 1, Caldo: 5, Leite: 3	Intermarché
606486175	Batata palha: 8, Lava-roupas: 2, Salame: 2, F?sforo: 6, Leite: 4, Feij?o: 3, Piment?o: 3, Azeite: 8, Couve: 2, Cenoura: 4	Continente
387860835	Cerveja: 3, Amaciador: 7, Shampoo: 2, Biscoitos: 1, Atum: 5, Bolos: 5, Mortadela: 2, Nata: 5, Requeij?o: 4, Chocolate: 10	Intermarché
362767357	Fraldas: 8	Intermarché
517804319	Ab?bora: 4, Frutas secas: 2, Frango: 1, Ma??: 10, Limpa-vidro: 5, Farinha de trigo: 1, Shampoo: 2, Requeij?o: 1, Salame: 9	Continente
477033519	Talco: 1, Palmito: 2, Cebola: 1, Aparelho de barbear: 2	Pingo Doce
140358687	Queijo ralado: 4, Velas: 10, Leite de coco: 5, A??car: 1, Carv?o: 1	Continente
387466431	Pano de prato: 5, Lixa: 10, Inseticida: 8, Palmito: 6, Salsinha: 4, Ma??: 6, Aparelho de barbear: 10, Milho: 2, ?lcool: 3, Batata: 7	Continente
