NIF	Compra	Loja
484357754	Abacaxi: 8, Cortador de unhas: 10, Espinafre: 6, Detergente: 7, Peito de peru: 7	Intermarché
925177010	Arroz: 6, Laranja: 4, Desodorizante: 8, Pimentão: 10, Cenoura: 2, Açúcar: 5, Pinça: 9, Biscoitos: 2, Mortadela: 9, Sal grosso: 7	Intermarché
718886384	Farinha de rosca: 6, Sardinha: 7, Molho: 9	Pingo Doce
602360094	Leite: 1, Abóbora: 8, Antisséptico: 8, Café: 2, Cereal: 4, Cogumelos: 1	Continente
610750172	Pinça: 7, Gelatina: 1, Chocolate: 1, Adoçante: 10, Miúdos: 7	Pingo Doce
300028824	Sal grosso: 2, Farinha de rosca: 9, Agrião: 3, Velas: 8, Pepino: 4, Batata palha: 7, Gordura vegetal: 3, Inseticida: 4	Intermarché
416076935	Pilhas: 6, Guardanapos: 5, Cogumelos: 10	Continente
903768583	Papel higiênico: 4, Acetona: 9	Continente
516634904	Biscoito: 4, Lentilha: 5, Mamão: 9, Uva: 1, Melão: 3, Patê: 2, Vassoura: 4, Vagem: 3	Intermarché
406910005	Sabonete: 6, Fraldas: 9, Alho: 10, Adoçante: 9, Salsinha: 6	Pingo Doce
636454670	Arroz: 6, Ricota: 4, Vagem: 10, Detergente: 3, Chocolate granulado: 6	Continente
520637219	Bacon: 9, Chocolate: 5, Pilhas: 7, Bovina: 5, Uísque: 6, Cereal: 5, Gel: 5, Detergente: 6, Farinha de mandioca: 1	Pingo Doce
541924824	Batata: 8, Escova de dentes: 8, Tomate: 3, Alface: 4	Intermarché
123535665	Goiaba: 7	Continente
559880194	Gel: 2, Azeite: 4, Lava-roupas: 6, Lustra-móveis: 3, Queijo: 10, Couve: 4, Preservativo: 4, Ervilha: 2	Pingo Doce
101945261	Maionese: 4, Algodão: 4, Refrigerante: 10, Mortadela: 5, Pilhas: 4, Biscoitos: 10, Lentilha: 5	Pingo Doce
410140914	Baunilha: 4, Gordura vegetal: 8, Repolho: 8, Álcool: 4, Algodão: 3, Rum: 9, Polvilho: 1, Laranja: 10	Intermarché
164330117	Salsinha: 3, Lixa: 10, Feijão: 10, Ovos: 3, Couve: 1, Molho: 4, Algodão: 1, Pimentão: 6, Margarina: 9	Intermarché
959272153	Alface: 4, Açúcar: 8, Linguiça: 5, Água: 9, Banana: 5	Continente
112563129	Pimentão: 6, Escova de dentes: 8, Uva: 9, Hambúrguer: 10, Sumo: 3	Intermarché
542155029	Condicionador: 9, Nata: 1, Inseticida: 2	Intermarché
505743313	Espinafre: 1, Desodorizante: 7, Leite de coco: 10, Pano de limpeza: 8, Doces: 5, Algodão: 10, Temperinho verde: 6, Uva: 9	Continente
987441676	Melância: 9, Talco: 9, Chuchu: 6, Mortadela: 2, Ervilha: 7, Água de coco: 7, Porco: 4, Vinho: 9	Intermarché
492700141	Purificador de ambientes: 2, Chocolate granulado: 10, Tempero: 7, Sabão em pó: 2, Pano de limpeza: 7, Atum: 10, Detergente: 9	Pingo Doce
997831286	Biscoitos: 2, Purificador de ambientes: 1, Abóbora: 10, Hidratante: 9, Água de coco: 2, Lixa: 9, Rúcula: 4, Peito de peru: 8, Fio-dental: 6	Continente
520512110	Mortadela: 9	Intermarché
473860118	Tempero: 1, Licor: 9, Salgados: 8, Rúcula: 5, Leite: 4, Água: 8, Polvilho: 5, Esponja: 10, Feijão: 5	Pingo Doce
916557766	Fósforo: 3, Melão: 7	Intermarché
673520271	Desinfetante: 4, Tomate: 8, Tempero: 6, Vodca: 8, Ovos: 3, Iogurte: 6, Frutas secas: 10, Bombom: 5	Intermarché
687132624	Chocolate: 7, Cogumelos: 4, Arroz: 8, Licor: 9, Vinho: 8, Salame: 10, Hambúrguer: 2, Presunto: 10, Pano de prato: 10	Intermarché
198527816	Café: 1, Agrião: 3, Acetona: 1, Aparelho de barbear: 2, Polvilho: 1, Baunilha: 7, Uva: 8, Algodão: 1, Mamão: 9	Pingo Doce
466104552	Leite de coco: 4, Sabonete: 2, Azeite: 8, Mamão: 1, Abóbora: 10, Chocolate granulado: 4, Algodão: 5, Ricota: 5, Bacon: 6	Intermarché
484683833	Sabonete: 9, Chocolate: 8, Refrigerante: 2, Absorvente: 3	Pingo Doce
320628789	Farinha de rosca: 1, Sardinha: 6, Leite: 1, Banana: 6	Pingo Doce
789617937	Requeijão: 8, Cenoura: 2, Abacate: 4, Goiaba: 6	Pingo Doce
727017026	Salgados: 9, Sal: 10	Intermarché
450326218	Pães: 10, Licor: 7, Farinha de milho: 4, Algodão: 3, Pimentão: 6, Fósforo: 7, Carvão: 7, Biscoito: 10, Chocolate granulado: 5	Intermarché
786845429	Inseticida: 6, Azeite: 1, Azeitona: 8	Intermarché
964153059	Agrião: 1, Absorvente: 3, Pepino: 6	Pingo Doce
717071143	Água de coco: 5, Requeijão: 2	Intermarché
334663912	Lenço de papel: 9, Shampoo: 7, Aparelho de barbear: 6, Ovos: 2, Couve: 5	Continente
363238322	Geleia: 1, Gel: 7, Palito de dente: 5, Lixa: 4, Sardinha: 4, Purificador de ambientes: 1, Rum: 5, Feijão: 4	Intermarché
382261214	Amaciador: 5	Intermarché
446438653	Tempero: 7, Margarina: 8, Espinafre: 4, Leite: 5	Pingo Doce
649227552	Couve: 3, Inseticida: 10	Continente
519639942	Temperinho verde: 1, Limpa-vidro: 7	Intermarché
844579076	Farinha de rosca: 10, Molho: 2, Ovos: 9, Palmito: 10, Queijo: 2, Ketchup: 2, Repolho: 4, Sal grosso: 1, Cotonete: 2, Bovina: 4	Pingo Doce
185226631	Melão: 8, Inseticida: 2, Pães: 3, Rúcula: 4	Intermarché
942834186	Condicionador: 5	Continente
871348194	Abóbora: 9, Sopa: 4, Patê: 8, Absorvente: 9, Acetona: 1, Bombom: 3, Antisséptico: 5, Gel: 2, Água: 5, Baunilha: 5	Continente
920904948	Pães: 8, Geleia: 2, Creme de barbear: 2, Sabão em pó: 2, Laranja: 6, Saco de lixo: 8, Azeite: 2, Café: 3, Lixa: 9	Pingo Doce
624816787	Frutas secas: 4	Continente
401962983	Bróculos: 6, Milho: 7, Desinfetante: 10	Intermarché
549287164	Manteiga: 10, Lenço de papel: 7, Baunilha: 6, Sal grosso: 8, Abacaxi: 7, Talco: 10, Cotonete: 6, Uva: 9, Arroz: 1, Tortas: 2	Continente
820149978	Lentilha: 10, Lenço de papel: 6	Intermarché
848985664	Bolos: 9	Intermarché
519000342	Velas: 6, Salsicha: 4, Queijo ralado: 3, Berinjela: 7, Café: 1, Sopa: 3, Gordura vegetal: 8, Lixa: 7, Baunilha: 6, Rúcula: 2	Pingo Doce
708410786	Uísque: 8, Baunilha: 8	Pingo Doce
757353062	Inseticida: 5, Mamão: 9, Batata palha: 4, Azeite: 9	Intermarché
571632913	Chocolate: 1, Miúdos: 10, Água tônica: 9, Mortadela: 1, Cebola: 4, Requeijão: 3, Maionese: 4, Gel: 8, Farinha de rosca: 8, Bombom: 7	Continente
561577443	Polvilho: 5, Carvão: 9, Leite de coco: 4, Salgados: 7, Vagem: 6	Continente
968958592	Condicionador: 10, Feijão: 5	Intermarché
667097248	Cotonete: 3	Intermarché
553668654	Detergente: 6, Cerveja: 8, Lenço de papel: 1, Café: 8, Água de coco: 8, Papel higiênico: 10, Pinça: 5, Abacaxi: 9, Peixe: 9	Intermarché
647053528	Farinha de mandioca: 3, Salsinha: 3, Bróculos: 1, Tortas: 2, Rum: 5, Guardanapos: 6, Agrião: 2	Intermarché
357771216	Cerveja: 7, Biscoitos: 10, Bolos: 5, Esponja: 7, Frango: 1, Doces: 10, Sumo: 8, Leite condensado: 7, Maionese: 6	Intermarché
617010867	Arroz: 5, Alho: 1	Intermarché
428532612	Geleia: 6, Pano de prato: 8, Polpa de tomate: 10, Leite: 2, Creme de barbear: 3, Pilhas: 3, Algodão: 2, Vodca: 4, Refrigerante: 8, Peito de peru: 6	Continente
823451225	Beterraba: 10, Repolho: 4, Chocolate: 6	Intermarché
635876708	Creme de barbear: 4, Rúcula: 3	Pingo Doce
991866195	Frango: 3, Leite: 4	Continente
818581841	Feijão: 2	Intermarché
127300958	Vagem: 9, Rum: 7, Leite condensado: 4, Água tônica: 7, Pêra: 10, Papel higiênico: 7, Hambúrguer: 2	Continente
754877560	Ovos: 10	Intermarché
280810769	Preservativo: 7, Pinça: 7, Goiaba: 6, Palmito: 10, Frutas secas: 6	Intermarché
614764136	Alho: 8, Champanhe: 3, Peito de peru: 2, Caldo: 10, Limpa-vidro: 10	Intermarché
210756972	Mamão: 10, Leite de coco: 5, Polvilho: 9, Maionese: 7, Batata: 9, Fio-dental: 5	Pingo Doce
324497702	Atum: 5, Leite de coco: 6	Pingo Doce
203782561	Espinafre: 7, Iogurte: 4, Porco: 9	Intermarché
107697428	Maionese: 3, Salsinha: 4, Agrião: 1, Sal: 1, Espinafre: 4, Coco ralado: 8, Absorvente: 9	Intermarché
922904746	Abacate: 7, Azeite: 4, Esponja: 3	Pingo Doce
352032705	Polpa de tomate: 1, Feijão: 5, Sabão em pó: 1, Iogurte: 9, Azeitona: 5, Manjericão: 9	Intermarché
963212537	Salame: 7, Melância: 10, Creme de leite: 8, Ervilha: 9, Manteiga: 2, Gelatina: 8	Pingo Doce
198754984	Temperinho verde: 10, Pilhas: 1, Molho: 7, Pimentão: 7, Sabão em pó: 4, Maçã: 8, Velas: 1	Pingo Doce
874130815	Queijo: 10, Farinha de milho: 8, Vinho: 3	Pingo Doce
394357843	Chocolate granulado: 2, Alface: 5, Pilhas: 3, Acetona: 4, Vagem: 6, Antisséptico: 9, Farinha de mandioca: 5	Intermarché
833722652	Desodorizante: 7, Porco: 5, Bolos: 8, Biscoito: 3, Gel: 8, Pilhas: 5, Rúcula: 3	Intermarché
322732158	Cerveja: 2, Salsinha: 4, Berinjela: 8, Farinha de milho: 2, Pêra: 3, Espinafre: 9, Ketchup: 9	Continente
350129896	Fermento: 6, Lâmina de barbear: 10, Fio-dental: 6, Cortador de unhas: 9, Gelatina: 6, Pano de limpeza: 5, Farinha de milho: 4	Continente
991159203	Requeijão: 5, Chá: 7, Manjericão: 7, Sal grosso: 7	Pingo Doce
968037592	Azeite: 4, Mostarda: 8, Presunto: 6, Abacate: 1, Berinjela: 3, Pilhas: 3, Amaciador: 6, Refrigerante: 9, Talco: 8	Pingo Doce
330074216	Pano de limpeza: 7, Toalha de papel: 4, Esponja: 1, Macarrão: 2	Continente
614550279	Lâmina de barbear: 3, Cenoura: 6, Sardinha: 2, Velas: 5, Licor: 4, Escova de dentes: 10, Hambúrguer: 5, Batata palha: 3, Farinha de milho: 4	Continente
831771241	Abóbora: 9, Água de coco: 8, Maionese: 4, Preservativo: 4, Cotonete: 1, Milho: 3, Absorvente: 9, Uísque: 1, Pente: 7	Intermarché
214073285	Farinha de rosca: 7, Lenço de papel: 5, Pepino: 2, Refrigerante: 6, Farinha de mandioca: 7, Chocolate: 10	Intermarché
851135319	Ovos: 10, Vagem: 5	Intermarché
194401598	Queijo: 7, Hidratante: 4, Maçã: 1, Hambúrguer: 2, Desinfetante: 1, Presunto: 10, Absorvente: 7, Sabonete: 9, Sal: 8	Continente
259790803	Sabonete: 6, Creme de barbear: 7, Tortas: 8, Leite: 8, Goiaba: 3, Cerveja: 10	Intermarché
267474646	Escova de dentes: 3, Repolho: 8, Lustra-móveis: 2, Bombom: 6	Intermarché
720579635	Chá: 7, Gelatina: 3, Lixa: 10, Ovos: 7, Hidratante: 3, Rum: 10	Intermarché
874130815	Berinjela: 1, Geleia: 7, Lustra-móveis: 5, Fio-dental: 5	Pingo Doce
304838859	Patê: 7, Absorvente: 1, Maionese: 3, Uísque: 2, Sopa: 9, Ricota: 6, Espinafre: 5	Intermarché
630269918	Beterraba: 3	Intermarché
840268945	Nata: 6, Lenço de papel: 4	Intermarché
114837965	Purificador de ambientes: 1, Polvilho: 6, Gordura vegetal: 4, Linguiça: 7	Pingo Doce
178587348	Queijo ralado: 6, Nata: 10, Velas: 7, Sabonete: 4, Milho: 8	Pingo Doce
703112185	Alho: 3, Guardanapos: 5, Palmito: 7, Vagem: 1	Intermarché
309512126	Fio-dental: 9, Ricota: 7, Desinfetante: 1	Intermarché
772584236	Cortador de unhas: 6, Purificador de ambientes: 1, Lenço de papel: 5, Lustra-móveis: 6, Acetona: 5, Queijo: 10	Continente
339488938	Queijo ralado: 3, Chuchu: 5, Patê: 10, Sabonete: 7	Pingo Doce
991663494	Nata: 5, Cenoura: 3, Algodão: 8, Vodca: 10, Manjericão: 9	Intermarché
739025070	Sal grosso: 4	Intermarché
592762831	Mortadela: 2, Papel higiênico: 8, Pinça: 5, Sopa: 3, Água de coco: 10, Beterraba: 9, Acetona: 5, Polpa de tomate: 9, Creme de barbear: 2, Coco ralado: 3	Continente
572653154	Farinha de rosca: 2, Fio-dental: 1, Chocolate granulado: 8	Pingo Doce
266434710	Polpa de tomate: 5, Lava-roupas: 1, Antisséptico: 5, Açúcar: 1, Gelatina: 10, Bolos: 2	Intermarché
407872359	Vodca: 7, Arroz: 7, Escova de dentes: 4, Doces: 9	Continente
554108508	Alface: 10, Antisséptico: 1, Doces: 2, Gordura vegetal: 4, Pêra: 8, Cereal: 3, Álcool: 9	Intermarché
156427350	Lixa: 1, Berinjela: 7, Melão: 4, Limpa-vidro: 10, Lustra-móveis: 5, Peixe: 1, Sumo: 5, Salsinha: 2, Antisséptico: 5	Pingo Doce
204506021	Inseticida: 5, Milho: 9, Beterraba: 8, Algodão: 1, Agrião: 10, Refrigerante: 1, Ricota: 5, Fósforo: 1, Iogurte: 6, Farinha de trigo: 8	Pingo Doce
684048703	Mamão: 8, Farinha de mandioca: 8, Tomate: 10, Vagem: 1, Açúcar: 9, Ricota: 9, Champanhe: 9, Palmito: 10, Acetona: 7	Continente
527496637	Chocolate: 2, Agrião: 7, Condicionador: 7, Mamão: 6, Esponja: 9, Peixe: 4	Intermarché
444330618	Peito de peru: 8, Laranja: 10, Tortas: 4	Pingo Doce
280222003	Sardinha: 5, Ervilha: 1	Continente
280987360	Ovos: 2, Bolos: 2, Beterraba: 8	Pingo Doce
864370183	Feijão: 6, Repolho: 2, Leite de coco: 7, Velas: 9, Hambúrguer: 4, Desodorizante: 6, Farinha de rosca: 1, Palmito: 10, Champanhe: 2, Guardanapos: 9	Continente
140377821	Esponja: 3, Salsinha: 10	Continente
405397439	Sal: 1, Sumo: 7, Rúcula: 3, Maionese: 10, Fio-dental: 10, Ovos: 3, Leite: 9, Margarina: 7, Rum: 3	Intermarché
272964548	Sabão em pó: 4	Pingo Doce
825498905	Adoçante: 7, Saco de lixo: 9, Fio-dental: 4, Farinha de rosca: 10	Continente
558614175	Água tônica: 5, Desodorizante: 10	Pingo Doce
929532918	Pimentão: 9	Continente
673723881	Farinha de rosca: 7, Pêra: 2, Fósforo: 10, Polpa de tomate: 8, Cortador de unhas: 5, Abóbora: 8, Farinha de trigo: 10, Ervilha: 1, Uva: 7, Vodca: 5	Intermarché
897029841	Uva: 4, Rum: 1, Manjericão: 3, Fósforo: 8	Intermarché
109382735	Adoçante: 3	Pingo Doce
949409186	Desodorizante: 5, Cereal: 8, Frango: 8, Adoçante: 1, Acetona: 8	Pingo Doce
462197190	Sopa: 1, Bacon: 5, Palmito: 10, Absorvente: 1, Carvão: 1, Cereal: 10	Continente
378289857	Vodca: 9, Sardinha: 8, Fósforo: 1, Vagem: 6	Intermarché
503879623	Pente: 7, Tortas: 3, Licor: 2, Ervilha: 3, Abóbora: 6	Continente
127641991	Goiaba: 1, Farinha de milho: 10, Repolho: 7, Gel: 1, Salsinha: 1	Pingo Doce
946589326	Miúdos: 8, Farinha de trigo: 1	Continente
862528635	Bacon: 4, Farinha de rosca: 2, Feijão: 7, Sabonete: 3	Pingo Doce
653987831	Lentilha: 10, Leite: 4, Abóbora: 1, Maçã: 10, Velas: 1	Pingo Doce
477335730	Purificador de ambientes: 1, Desodorizante: 3, Patê: 10, Queijo: 1, Água tônica: 4, Linguiça: 3, Gordura vegetal: 10, Pente: 1, Pano de prato: 6, Cogumelos: 4	Pingo Doce
323638067	Acetona: 5, Sal: 1, Hambúrguer: 8, Azeite: 4, Tempero: 1, Requeijão: 6, Gel: 6	Intermarché
340750537	Antisséptico: 3, Pepino: 10, Pente: 5	Intermarché
933613718	Miúdos: 8, Chocolate: 1, Pimentão: 3, Abacaxi: 3, Limpa-vidro: 6	Continente
855599139	Vinho: 3, Fio-dental: 6	Intermarché
338935006	Sumo: 5, Batata: 7, Rum: 4, Fermento: 9	Pingo Doce
448127551	Lava-roupas: 7, Lentilha: 2, Leite de coco: 2, Laranja: 7, Purificador de ambientes: 7	Continente
357771216	Carvão: 7, Polvilho: 6, Fio-dental: 7, Bombom: 5, Limpa-vidro: 5, Pilhas: 2, Pano de prato: 3, Polpa de tomate: 1	Continente
699257966	Miúdos: 6, Nata: 4, Leite condensado: 5, Pano de limpeza: 4, Alho: 7, Repolho: 8, Uísque: 5, Temperinho verde: 6	Intermarché
122762939	Bovina: 5, Toalha de papel: 6, Escova de dentes: 5, Alho: 4, Aparelho de barbear: 5, Cebola: 9	Pingo Doce
598185427	Lâmina de barbear: 8, Agrião: 6, Miúdos: 8, Chocolate granulado: 8	Intermarché
936197777	Desodorizante: 6, Goiaba: 6, Licor: 9, Rum: 2, Preservativo: 3, Porco: 1, Linguiça: 6, Velas: 9	Pingo Doce
576527443	Mortadela: 3, Banana: 4, Espinafre: 10, Purificador de ambientes: 4, Leite: 5, Frango: 5	Pingo Doce
824700829	Creme de barbear: 9, Pêra: 9, Requeijão: 7, Leite de coco: 6	Intermarché
234114004	Detergente: 3, Shampoo: 9, Pilhas: 9, Maçã: 6, Lâmina de barbear: 2, Carvão: 9, Cereal: 4, Desinfetante: 8	Continente
164496776	Hambúrguer: 3, Sopa: 3, Café: 10	Intermarché
289758085	Abacaxi: 6, Lâmina de barbear: 2, Licor: 5, Pinça: 9, Peito de peru: 10, Farinha de rosca: 4, Salgados: 8, Champanhe: 9, Agrião: 10, Lenço de papel: 10	Continente
222389547	Rúcula: 10, Peito de peru: 3, Desodorizante: 1, Chá: 7, Espinafre: 6, Arroz: 6	Continente
127094258	Lenço de papel: 8, Pepino: 1, Beterraba: 1, Polvilho: 1, Leite: 4, Cogumelos: 3, Pano de limpeza: 6, Alho: 2, Farinha de rosca: 3, Polpa de tomate: 5	Pingo Doce
948644985	Rum: 2, Lenço de papel: 2, Biscoitos: 2	Intermarché
375532916	Banana: 6, Lava-roupas: 4, Gel: 3, Polpa de tomate: 4, Sopa: 4, Pães: 6, Farinha de mandioca: 9, Cortador de unhas: 10	Continente
160742988	Margarina: 9	Continente
963754077	Creme de leite: 1, Talco: 8, Purificador de ambientes: 7, Bombom: 8, Azeitona: 10, Papel higiênico: 7, Baunilha: 6, Gordura vegetal: 1, Sabão em pó: 5, Molho: 7	Pingo Doce
641871549	Goiaba: 7, Requeijão: 7, Abacate: 8, Cenoura: 7, Batata palha: 7, Creme de leite: 3, Tempero: 3	Intermarché
333646829	Escova de dentes: 7, Farinha de mandioca: 4, Carvão: 5	Continente
556755380	Sal grosso: 6, Lixa: 10, Abacate: 6, Mamão: 9, Lâmina de barbear: 9, Sopa: 10	Continente
537520847	Pilhas: 3, Guardanapos: 9	Pingo Doce
757353062	Requeijão: 6, Creme de barbear: 10, Purificador de ambientes: 2, Feijão: 1, Bróculos: 1, Amaciador: 1	Continente
548216889	Gelatina: 1, Atum: 7, Cerveja: 7	Continente
201561915	Lustra-móveis: 6	Pingo Doce
949409186	Frutas secas: 6, Sabonete: 9, Bróculos: 6	Continente
948716302	Cortador de unhas: 6, Melância: 3, Vagem: 8, Papel higiênico: 5, Mostarda: 7	Intermarché
517119636	Bombom: 2, Lixa: 6, Detergente: 1, Frutas secas: 9, Tomate: 10, Cebola: 4	Pingo Doce
472246923	Pano de limpeza: 9, Escova de dentes: 7, Talco: 8, Banana: 7, Sabonete: 10, Pêra: 2, Pepino: 10, Manteiga: 2, Sal grosso: 10	Intermarché
903798928	Pano de limpeza: 1, Lenço de papel: 5	Intermarché
532604937	Bombom: 10	Intermarché
569944694	Frutas secas: 2	Continente
997944279	Tortas: 1, Vassoura: 1, Queijo ralado: 5, Fósforo: 3, Papel higiênico: 6, Preservativo: 2, Peixe: 3, Talco: 3	Intermarché
708075144	Água tônica: 2, Pano de prato: 10, Cerveja: 10	Intermarché
258760034	Banana: 6, Rúcula: 9, Maionese: 4, Espinafre: 10, Melância: 6, Rum: 6, Lava-roupas: 6, Sardinha: 8	Intermarché
771082919	Creme de barbear: 2, Sabonete: 6, Uísque: 10, Mamão: 7	Pingo Doce
484357754	Laranja: 2	Intermarché
644655848	Adoçante: 3, Coco ralado: 10, Algodão: 2, Ovos: 6, Acetona: 4, Abóbora: 1, Macarrão: 9, Cerveja: 10	Pingo Doce
963869362	Pinça: 6, Polvilho: 4, Presunto: 2, Berinjela: 4, Iogurte: 4, Bombom: 8, Espinafre: 1, Bovina: 1, Salgados: 2, Lâmina de barbear: 5	Continente
977877558	Maçã: 7, Saco de lixo: 1, Pêra: 1, Alface: 6, Vassoura: 7, Bovina: 8, Nata: 3	Pingo Doce
775879614	Condicionador: 9, Refrigerante: 6, Aparelho de barbear: 6, Salsinha: 10, Doces: 7, Lâmina de barbear: 7, Antisséptico: 4, Talco: 7, Presunto: 7, Berinjela: 8	Pingo Doce
288616922	Couve: 5, Cerveja: 6, Maionese: 4, Manteiga: 8, Polpa de tomate: 2, Pano de limpeza: 1	Intermarché
582084186	Rum: 2, Requeijão: 4, Bacon: 7, Detergente: 3, Adoçante: 4, Manteiga: 9, Álcool: 10, Iogurte: 9, Presunto: 10, Limpa-vidro: 8	Continente
660853385	Cebola: 2, Farinha de trigo: 3	Pingo Doce
834398538	Frutas secas: 6, Farinha de trigo: 9, Uva: 7, Caldo: 8, Pano de prato: 4, Milho: 1, Gel: 3	Continente
355624986	Licor: 1, Sal grosso: 9, Talco: 4, Manjericão: 9, Pinça: 7, Álcool: 4, Abacate: 4, Presunto: 6, Cereal: 1, Queijo: 5	Intermarché
619783245	Lenço de papel: 2, Tempero: 10, Leite: 1, Lixa: 2, Uísque: 9, Lâmina de barbear: 4	Continente
956029371	Pêra: 5, Iogurte: 7, Salsicha: 9, Queijo ralado: 5, Miúdos: 4, Mamão: 7, Uísque: 9, Chocolate: 1, Atum: 8, Shampoo: 7	Continente
662611679	Cogumelos: 4, Bróculos: 3, Sabão em pó: 7, Palmito: 2, Maionese: 10, Fósforo: 2	Continente
558614175	Espinafre: 9, Guardanapos: 1, Baunilha: 2	Continente
318247889	Ketchup: 1, Café: 10, Maçã: 9, Abacate: 9, Arroz: 7, Azeitona: 2	Intermarché
730240330	Miúdos: 4, Abacate: 1, Margarina: 9, Laranja: 10, Algodão: 7	Pingo Doce
414065479	Biscoito: 2, Hambúrguer: 6, Ovos: 6, Escova de dentes: 6, Alface: 6, Couve: 9, Farinha de mandioca: 4, Patê: 4	Intermarché
321985487	Rum: 2, Tempero: 9, Sabão em pó: 6	Intermarché
567377802	Fósforo: 2, Macarrão: 10, Banana: 3, Peito de peru: 6, Chocolate: 6, Doces: 7, Goiaba: 10, Creme de barbear: 2, Uísque: 6, Limpa-vidro: 8	Continente
155226645	Repolho: 2	Continente
253343929	Atum: 2, Limpa-vidro: 9, Desodorizante: 10, Cerveja: 1, Inseticida: 3	Intermarché
733498561	Mostarda: 6, Leite de coco: 1, Mortadela: 5, Champanhe: 9, Palito de dente: 1, Macarrão: 9, Sumo: 2	Continente
213708117	Coco ralado: 6, Saco de lixo: 6, Álcool: 5, Papel higiênico: 2, Miúdos: 4, Frutas secas: 10, Fraldas: 8, Cortador de unhas: 8	Continente
768050138	Tortas: 1, Sal: 3	Pingo Doce
994557097	Bolos: 3, Vinho: 5, Tempero: 2, Fio-dental: 7	Continente
301091585	Desinfetante: 5, Abacaxi: 5, Banana: 2	Continente
978186758	Toalha de papel: 3, Cerveja: 2, Farinha de milho: 3	Continente
198943724	Rúcula: 1, Bróculos: 8, Lentilha: 3, Saco de lixo: 2, Leite condensado: 10, Álcool: 5, Miúdos: 6	Pingo Doce
948994614	Gelatina: 5, Presunto: 5	Pingo Doce
169587135	Macarrão: 3, Água de coco: 3, Leite condensado: 2, Berinjela: 2, Azeitona: 8	Continente
306742356	Preservativo: 8, Vinho: 9, Macarrão: 7	Continente
388078527	Bovina: 7, Carvão: 7, Vassoura: 2, Tomate: 10, Farinha de trigo: 9, Sal: 10	Pingo Doce
118559768	Margarina: 7, Ovos: 1, Goiaba: 2, Coco ralado: 7, Leite de coco: 8, Pente: 1	Pingo Doce
657990635	Ervilha: 3, Açúcar: 9, Farinha de mandioca: 9, Maionese: 5, Pano de prato: 8, Atum: 8, Abacate: 3, Antisséptico: 6	Continente
989868420	Cogumelos: 1, Laranja: 2	Intermarché
910280777	Sabonete: 1, Peito de peru: 1, Desodorizante: 1, Abóbora: 1, Papel higiênico: 4	Intermarché
768459812	Algodão: 8, Sal: 7, Aparelho de barbear: 3, Polvilho: 2, Sal grosso: 5, Uísque: 8, Hidratante: 6, Fermento: 7, Farinha de trigo: 8	Continente
666764713	Salame: 1, Manjericão: 10, Cereal: 4	Intermarché
844155019	Shampoo: 5, Hidratante: 2, Álcool: 4, Desinfetante: 10, Refrigerante: 6, Miúdos: 9	Intermarché
580135471	Sabonete: 3, Creme de barbear: 10, Chocolate: 4	Continente
236506231	Atum: 9, Bacon: 10, Pinça: 2, Refrigerante: 6, Coco ralado: 7, Velas: 10, Leite de coco: 1, Pêra: 1, Talco: 9	Continente
858720764	Bacon: 5, Pinça: 4, Vinho: 4, Guardanapos: 2, Salgados: 1	Continente
182009459	Banana: 9, Manjericão: 6, Leite de coco: 10, Palito de dente: 10, Pães: 8, Álcool: 3, Fraldas: 8, Maçã: 7	Pingo Doce
320354296	Agrião: 3, Talco: 6, Escova de dentes: 2, Saco de lixo: 4, Aparelho de barbear: 5, Ervilha: 9	Pingo Doce
807781270	Gordura vegetal: 2, Cerveja: 6	Intermarché
793541325	Laranja: 9, Melância: 5, Pepino: 1, Pêra: 3, Bombom: 3, Inseticida: 3, Biscoitos: 5, Leite: 8, Miúdos: 2	Continente
518613262	Bolos: 4, Banana: 3, Papel higiênico: 6	Pingo Doce
610001675	Maçã: 4, Abóbora: 3, Vassoura: 2, Papel higiênico: 3, Lustra-móveis: 2, Palito de dente: 6	Intermarché
537520847	Desodorizante: 5	Pingo Doce
498167073	Sal: 3, Pente: 4, Açúcar: 9, Sabonete: 6	Pingo Doce
365657651	Beterraba: 6, Cogumelos: 7, Lava-roupas: 7, Talco: 5, Temperinho verde: 4, Farinha de mandioca: 5, Escova de dentes: 8, Baunilha: 1	Continente
481430552	Detergente: 9, Preservativo: 3, Salame: 2, Farinha de mandioca: 9, Atum: 6, Esponja: 4, Requeijão: 2, Banana: 4, Fósforo: 10, Biscoito: 5	Pingo Doce
355908891	Vinho: 2, Lâmina de barbear: 4	Pingo Doce
243431306	Molho: 7, Adoçante: 10, Farinha de milho: 6, Leite: 2, Doces: 1, Cortador de unhas: 10	Pingo Doce
845353058	Antisséptico: 4	Continente
401962983	Temperinho verde: 7, Rúcula: 10, Queijo ralado: 2, Feijão: 9, Lixa: 10, Álcool: 7, Sabonete: 3, Pimentão: 9, Salsinha: 5, Berinjela: 9	Continente
959008961	Batata palha: 6, Peixe: 8	Continente
671497509	Água de coco: 8, Banana: 7, Cotonete: 6, Antisséptico: 3, Batata palha: 5, Vassoura: 8, Bolos: 2, Água: 6, Goiaba: 6	Intermarché
126436184	Mostarda: 7, Bovina: 5	Continente
695352054	Baunilha: 10, Chocolate: 1, Champanhe: 5, Hidratante: 3, Sabão em pó: 9, Tortas: 10, Toalha de papel: 5, Lentilha: 2, Azeitona: 9, Chuchu: 2	Continente
